Event,ParticleID,px,py,pz,E,vx,vy,vz
163,22,1.2411491584884056e-01,-5.5243727554999964e-03,9.9992282186661523e+00,1.0000000000000000e+01,0,0,0
164,22,-1.0069916254133697e-01,9.2056549941771773e-02,9.9990692201962634e+00,1.0000000000000000e+01,0,0,0
165,22,1.5072512474512623e-01,8.7620468661453080e-02,9.9984801140094355e+00,1.0000000000000000e+01,0,0,0
166,22,4.1818308596459894e-02,-1.2400402341623536e-01,9.9991436748975016e+00,1.0000000000000000e+01,0,0,0
167,22,-9.1418532867826557e-02,2.0078821095417251e-02,9.9995619650458547e+00,1.0000000000000000e+01,0,0,0
168,22,1.6420109891857163e-02,1.4074003039568583e-01,9.9989960807990794e+00,1.0000000000000000e+01,0,0,0
169,22,-1.2915021550602721e-01,8.7210974602672880e-02,9.9987856496548417e+00,1.0000000000000000e+01,0,0,0
170,22,-3.8411601904974849e-02,1.8951440082651655e-01,9.9981302672408940e+00,1.0000000000000000e+01,0,0,0
171,22,-3.9056172829936606e-02,4.0669095334702296e-02,9.9998410307388657e+00,1.0000000000000000e+01,0,0,0
172,22,1.1235626827092231e-01,1.0213699317470896e-01,9.9988471387258180e+00,1.0000000000000000e+01,0,0,0
173,22,1.0060642756753624e-01,-2.2479076961775032e-02,9.9994686377742621e+00,1.0000000000000000e+01,0,0,0
174,22,1.9262961478746343e-02,-1.5099310141229572e-01,9.9988414339682858e+00,1.0000000000000000e+01,0,0,0
175,22,6.7863488284797616e-02,3.7411969195975725e-02,9.9996997400681327e+00,1.0000000000000000e+01,0,0,0
176,22,1.2131544308249340e-01,-2.1297614842720799e-02,9.9992414199714030e+00,1.0000000000000000e+01,0,0,0
177,22,1.6835576932218427e-01,1.3379704549799086e-02,9.9985737642146795e+00,1.0000000000000000e+01,0,0,0
178,22,7.1366662208442108e-02,1.1303019988026351e-01,9.9991065087556823e+00,1.0000000000000000e+01,0,0,0
179,22,5.7376100988927620e-02,8.0140060715622463e-03,9.9998321865290318e+00,1.0000000000000000e+01,0,0,0
180,22,-1.1516748645734207e-01,-7.8806934963955314e-02,9.9990262484436307e+00,1.0000000000000000e+01,0,0,0
181,22,-1.2660626279492740e-03,1.9640580329995450e-01,9.9980709718182901e+00,1.0000000000000000e+01,0,0,0
182,22,-1.6955565968915587e-01,1.9589206503029671e-02,9.9985432509569101e+00,1.0000000000000000e+01,0,0,0
183,22,1.2269575446365534e-02,8.2931320172142470e-02,9.9996485865080729e+00,1.0000000000000000e+01,0,0,0
184,22,-1.0679441680266441e-01,6.4714716932483651e-02,9.9992203175023668e+00,1.0000000000000000e+01,0,0,0
185,22,7.3913910126020360e-02,-1.1885988559471058e-01,9.9990204050940061e+00,1.0000000000000000e+01,0,0,0
186,22,-6.9398197473525464e-02,1.3256907796408005e-01,9.9988804038129775e+00,1.0000000000000000e+01,0,0,0
187,22,1.9011836437742471e-01,6.1027605769875162e-02,9.9980063332076590e+00,1.0000000000000000e+01,0,0,0
188,22,1.3946933495158109e-02,1.7880452317241469e-01,9.9983915919281312e+00,1.0000000000000000e+01,0,0,0
189,22,1.6116076761503156e-01,3.9891408719961947e-02,9.9986216991389405e+00,1.0000000000000000e+01,0,0,0
190,22,-4.6017589041721506e-02,1.6866883620262324e-01,9.9984715434506715e+00,1.0000000000000000e+01,0,0,0
191,22,-7.0922408917566598e-02,7.0115229336395149e-02,9.9995026809601111e+00,1.0000000000000000e+01,0,0,0
192,22,1.5031352207371645e-01,-7.2290661319460436e-02,9.9986088985102217e+00,1.0000000000000000e+01,0,0,0
193,22,-1.5997466416101300e-01,-4.8764292045886906e-02,9.9986014097296554e+00,1.0000000000000000e+01,0,0,0
194,22,7.2885313239392402e-02,4.6686684032353924e-02,9.9996253972160414e+00,1.0000000000000000e+01,0,0,0
195,22,1.5225415435559633e-01,8.4067041960357206e-02,9.9984874558573864e+00,1.0000000000000000e+01,0,0,0
196,22,-1.0295472753483081e-01,1.1222074770330616e-01,9.9988402741449551e+00,1.0000000000000000e+01,0,0,0
197,22,8.8051408969775452e-02,1.5908995598196668e-02,9.9995996846492545e+00,1.0000000000000000e+01,0,0,0
198,22,-1.3027217059161478e-01,1.1467410496770993e-02,9.9991448464389130e+00,1.0000000000000000e+01,0,0,0
199,22,1.9550058517259644e-01,2.7059782812654917e-02,9.9980521747664088e+00,1.0000000000000000e+01,0,0,0
200,22,-1.0184705466124232e-01,-1.3912690023267593e-01,9.9985134336604489e+00,1.0000000000000000e+01,0,0,0
201,22,6.2032190169032823e-02,-4.9809421465467803e-02,9.9996835464386624e+00,1.0000000000000000e+01,0,0,0
202,22,-1.4610243851736428e-02,-6.4981168272819911e-02,9.9997781969673945e+00,1.0000000000000000e+01,0,0,0
203,22,-9.1933148250031960e-02,1.1161442772373804e-01,9.9989544711323060e+00,1.0000000000000000e+01,0,0,0
204,22,5.2137902285513106e-02,-4.2841499470968145e-02,9.9997723096612727e+00,1.0000000000000000e+01,0,0,0
205,22,6.1949070265572129e-02,-9.5662721818351476e-02,9.9993505267265999e+00,1.0000000000000000e+01,0,0,0
206,22,-1.5351072548208528e-01,-4.3019560228211670e-02,9.9987291079716591e+00,1.0000000000000000e+01,0,0,0
207,22,-1.3948661991340250e-01,2.9908823237781060e-02,9.9989823954819350e+00,1.0000000000000000e+01,0,0,0
208,22,-1.5752076421883301e-01,-8.2278212567538964e-02,9.9984207505273854e+00,1.0000000000000000e+01,0,0,0
209,22,2.5182145182306728e-02,1.4388977778189868e-01,9.9989330226486608e+00,1.0000000000000000e+01,0,0,0
210,22,-1.3394739649608361e-01,-1.2876784320212201e-01,9.9982736978704985e+00,1.0000000000000000e+01,0,0,0
211,22,2.1263877410067765e-02,1.2760153197212409e-01,9.9991632498202492e+00,1.0000000000000000e+01,0,0,0
212,22,8.0408287376565496e-02,-1.3046771988055172e-01,9.9988255651046511e+00,1.0000000000000000e+01,0,0,0
213,22,-3.5061413969362284e-02,-1.3761787641613510e-01,9.9989915500184914e+00,1.0000000000000000e+01,0,0,0
214,22,-4.3737067989244337e-02,1.8304606520676411e-01,9.9982289035056624e+00,1.0000000000000000e+01,0,0,0
215,22,1.4443444905407135e-01,-1.8844168924549008e-02,9.9989391230882081e+00,1.0000000000000000e+01,0,0,0
216,22,-1.4454814657863529e-01,-6.7432876460886290e-02,9.9987278511065050e+00,1.0000000000000000e+01,0,0,0
217,22,-1.0906539480554923e-01,1.3423404472275649e-01,9.9985041861717132e+00,1.0000000000000000e+01,0,0,0
218,22,-1.1912840611468319e-01,1.7612791641208807e-02,9.9992748843317223e+00,1.0000000000000000e+01,0,0,0
219,22,8.3717792910923822e-02,-2.8661458318003818e-02,9.9996084849336579e+00,1.0000000000000000e+01,0,0,0
220,22,4.0233013945532005e-02,-1.2656731424834891e-01,9.9991180620869162e+00,1.0000000000000000e+01,0,0,0
221,22,-7.5707118324213910e-02,-2.2352542577834880e-02,9.9996884349501283e+00,1.0000000000000000e+01,0,0,0
222,22,7.4911959286151755e-02,-5.3483142845276166e-02,9.9995763786166112e+00,1.0000000000000000e+01,0,0,0
223,22,-7.2063354184182415e-02,1.2352020042760781e-01,9.9989774293709672e+00,1.0000000000000000e+01,0,0,0
224,22,1.6170996902644477e-02,6.1129561628646627e-02,9.9998000817793482e+00,1.0000000000000000e+01,0,0,0
225,22,1.0294696770032105e-01,-1.4365773614003602e-01,9.9984380968573507e+00,1.0000000000000000e+01,0,0,0
226,22,5.7667300226154787e-02,7.2454708095498546e-02,9.9995712306958158e+00,1.0000000000000000e+01,0,0,0
227,22,1.3777626074582430e-01,-2.8499997449347798e-02,9.9990102236231504e+00,1.0000000000000000e+01,0,0,0
228,22,2.9041785319097697e-02,1.4620477077237023e-01,9.9988889752666470e+00,1.0000000000000000e+01,0,0,0
229,22,-4.4818754489197025e-02,4.3216167288986820e-02,9.9998061802282390e+00,1.0000000000000000e+01,0,0,0
230,22,8.1131722449071325e-02,-1.5932261261571432e-01,9.9984015696871147e+00,1.0000000000000000e+01,0,0,0
231,22,-1.5778623087546441e-02,-7.5482721779084619e-02,9.9997026652679164e+00,1.0000000000000000e+01,0,0,0
